accession,label,subclass,neg_family,name,source,structure_source,confidence_score,source_filename,original_structure_path
Q9JXK4,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q9JXK4.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q9JXK4.pdb
Q9KPX6,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q9KPX6.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q9KPX6.pdb
Q9PBI4,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q9PBI4.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q9PBI4.pdb
Q9UT36,hard_negative,,glyoxalase_ii,Probable hydroxyacylglutathione hydrolase glo2 (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q9UT36.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q9UT36.pdb
A0Q7M7,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,A0Q7M7.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0Q7M7.pdb
A1A7Q3,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,A1A7Q3.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A1A7Q3.pdb
A1IPQ8,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,A1IPQ8.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A1IPQ8.pdb
A1KW76,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,A1KW76.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A1KW76.pdb
A1RK78,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,A1RK78.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A1RK78.pdb
A2C116,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,A2C116.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A2C116.pdb
A3MZD3,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,A3MZD3.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A3MZD3.pdb
A3PIB4,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,A3PIB4.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A3PIB4.pdb
A4IWV0,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,A4IWV0.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A4IWV0.pdb
A4TL56,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,A4TL56.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A4TL56.pdb
A4WUN2,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,A4WUN2.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A4WUN2.pdb
A4Y6B8,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,A4Y6B8.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A4Y6B8.pdb
A5IBE7,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,A5IBE7.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A5IBE7.pdb
A5UF43,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,A5UF43.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A5UF43.pdb
A5W167,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,A5W167.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A5W167.pdb
A6V707,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,A6V707.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A6V707.pdb
A6VVZ9,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,A6VVZ9.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A6VVZ9.pdb
A6WMW5,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,A6WMW5.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A6WMW5.pdb
A7FFK5,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,A7FFK5.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A7FFK5.pdb
A7MI37,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,A7MI37.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A7MI37.pdb
A7MY07,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,A7MY07.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A7MY07.pdb
A7NB16,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,A7NB16.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A7NB16.pdb
A7ZWF4,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,A7ZWF4.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A7ZWF4.pdb
A9IZW8,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,A9IZW8.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A9IZW8.pdb
A9L0E9,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,A9L0E9.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A9L0E9.pdb
A9M0M3,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,A9M0M3.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A9M0M3.pdb
A9MPF3,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,A9MPF3.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A9MPF3.pdb
A9MZ21,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,A9MZ21.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A9MZ21.pdb
B0BTR9,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,B0BTR9.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/B0BTR9.pdb
B0CIU0,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,B0CIU0.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/B0CIU0.pdb
B0KN02,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,B0KN02.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/B0KN02.pdb
B0RTE9,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,B0RTE9.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/B0RTE9.pdb
B0TXY0,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,B0TXY0.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/B0TXY0.pdb
B0U365,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,B0U365.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/B0U365.pdb
B0UBD0,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,B0UBD0.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/B0UBD0.pdb
B0UU01,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,B0UU01.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/B0UU01.pdb
B1IPU6,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,B1IPU6.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/B1IPU6.pdb
B1JBN3,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,B1JBN3.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/B1JBN3.pdb
B1JR44,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,B1JR44.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/B1JR44.pdb
B1LHM1,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,B1LHM1.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/B1LHM1.pdb
B1XD76,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,B1XD76.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/B1XD76.pdb
B1XQ70,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,B1XQ70.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/B1XQ70.pdb
B2I5S5,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,B2I5S5.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/B2I5S5.pdb
B2KAD1,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,B2KAD1.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/B2KAD1.pdb
B2S889,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,B2S889.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/B2S889.pdb
B2SFR3,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,B2SFR3.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/B2SFR3.pdb
B3H0S9,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,B3H0S9.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/B3H0S9.pdb
B4RJC7,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,B4RJC7.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/B4RJC7.pdb
B4SV37,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,B4SV37.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/B4SV37.pdb
B4TK83,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,B4TK83.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/B4TK83.pdb
B4TYG8,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,B4TYG8.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/B4TYG8.pdb
B5BDW7,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,B5BDW7.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/B5BDW7.pdb
B5F8X0,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,B5F8X0.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/B5F8X0.pdb
B5F9V3,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,B5F9V3.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/B5F9V3.pdb
B5FJ56,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,B5FJ56.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/B5FJ56.pdb
B5R447,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,B5R447.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/B5R447.pdb
B5R5L1,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,B5R5L1.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/B5R5L1.pdb
B5Y1G4,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,B5Y1G4.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/B5Y1G4.pdb
B5Z0I6,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,B5Z0I6.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/B5Z0I6.pdb
B6EJV4,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,B6EJV4.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/B6EJV4.pdb
B6HZS5,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,B6HZS5.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/B6HZS5.pdb
B7LHB8,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,B7LHB8.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/B7LHB8.pdb
B7M211,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,B7M211.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/B7M211.pdb
B7MBI8,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,B7MBI8.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/B7MBI8.pdb
B7MQ21,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,B7MQ21.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/B7MQ21.pdb
B7UJA8,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,B7UJA8.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/B7UJA8.pdb
B7VB64,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,B7VB64.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/B7VB64.pdb
B7VIP5,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,B7VIP5.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/B7VIP5.pdb
B8E5A2,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,B8E5A2.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/B8E5A2.pdb
B8F6A3,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,B8F6A3.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/B8F6A3.pdb
B8HMJ9,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,B8HMJ9.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/B8HMJ9.pdb
C0Q6N0,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,C0Q6N0.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/C0Q6N0.pdb
C0RFI1,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,C0RFI1.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/C0RFI1.pdb
C3LPP0,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,C3LPP0.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/C3LPP0.pdb
C4ZRU9,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,C4ZRU9.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/C4ZRU9.pdb
P05446,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,P05446.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/P05446.pdb
P96981,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,P96981.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/P96981.pdb
Q04RQ6,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q04RQ6.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q04RQ6.pdb
Q051W5,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q051W5.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q051W5.pdb
Q07VA9,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q07VA9.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q07VA9.pdb
Q0BMS2,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q0BMS2.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q0BMS2.pdb
Q0I3Q7,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q0I3Q7.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q0I3Q7.pdb
Q0T802,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q0T802.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q0T802.pdb
Q0TLC5,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q0TLC5.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q0TLC5.pdb
Q11DS3,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q11DS3.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q11DS3.pdb
Q12BV7,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q12BV7.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q12BV7.pdb
Q13F06,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q13F06.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q13F06.pdb
Q14GJ6,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q14GJ6.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q14GJ6.pdb
Q1CAJ7,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q1CAJ7.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q1CAJ7.pdb
Q1CFI4,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q1CFI4.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q1CFI4.pdb
Q1RFX9,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q1RFX9.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q1RFX9.pdb
Q21J46,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q21J46.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q21J46.pdb
Q2A4E2,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q2A4E2.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q2A4E2.pdb
Q2P6Y4,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q2P6Y4.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q2P6Y4.pdb
Q2YLU8,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q2YLU8.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q2YLU8.pdb
Q31H51,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q31H51.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q31H51.pdb
Q325T4,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q325T4.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q325T4.pdb
Q3BWP5,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q3BWP5.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q3BWP5.pdb
Q3KE79,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q3KE79.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q3KE79.pdb
Q46Z82,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q46Z82.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q46Z82.pdb
Q47FN7,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q47FN7.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q47FN7.pdb
